feat_acc,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-11-27C_S15_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-17C_S12_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-27C_S13_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-22-4DAG_S18_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-27-4DAG_S19_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=gELF3myc-17C_S10_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA2-22C-mock_S1_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-cycloheximide_S6_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-mock_S4_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey
AT4G05475,2.3018,1.59785,2.10876,,2.14885,,2.14381,2.19773,2.06481,,2.25759,,
AT4G05490,2.12447,,,,2.19721,,1.58214,,2.13567,,,,
AT4G05494,1.82982,2.04127,2.14129,1.52702,1.71744,,2.50112,,2.06733,1.97084,1.78443,2.12509,
AT4G05497,1.82982,2.04127,,,2.85592,,2.39029,,1.5241,,,2.12509,
AT4G05520,,,,,2.5713,,2.78867,,,,1.83466,1.67608,
AT4G05523,,2.04127,,,,,2.39029,,,,,,
AT4G05530,,,,,2.55809,,2.2022,,,,,,
AT4G05540,2.16355,,,1.94599,2.00206,,2.16326,,1.41648,1.6765599999999998,2.18494,1.94548,
AT4G05553,,,3.38444,2.47671,2.42899,,3.21572,,1.56368,2.273,2.06818,2.93331,2.33712
AT4G05590,,,2.49329,1.3882,,,1.5392,2.1033,,,,,1.48446
AT4G05612,2.24496,,2.7632,1.71609,,,6.22208,2.7548,,,,,
AT4G05620,,,,2.32545,,,2.78867,,,,,2.12252,
AT4G05630,,,2.25827,1.77141,2.26038,,2.33643,2.27857,1.88752,1.7788400000000002,2.36514,2.32903,1.88426
AT4G05631,1.75002,,1.96369,2.32545,2.28258,,2.14381,,2.66965,1.63534,2.14828,2.7537,2.12339
AT4G05632,,,1.7861,,,,2.78867,,,,,,
AT4G06479,,,,,2.00206,,1.99191,,,,1.90571,,
AT4G06490,,,,2.50434,,,2.39029,2.42042,,,,,
AT4G06526,,,,,,,2.39029,2.62212,1.94687,,,1.94548,
AT4G06534,,,,1.60993,2.42899,,1.99191,,1.7059400000000002,2.14466,,2.03528,
AT4G06536,,2.1332,,,,,1.99021,,2.06733,1.98887,2.53523,1.85568,
AT4G06598,,,1.54375,1.73668,1.70786,,1.99191,,,1.74259,1.78443,1.85986,1.6227
AT4G06599,,,2.49647,2.17794,2.14437,,3.18706,,,1.97084,1.95142,2.03528,2.33712
AT4G06634,,,1.881,3.21986,2.00206,,1.7865099999999998,,1.54609,1.91115,1.56067,1.94548,2.01859
AT4G06639,,,2.49647,,,,2.85842,,2.30826,,1.90571,1.85568,
AT4G06676,,,1.96369,,,,2.29145,,,1.88393,,,
AT4G06688,,,,,,1.91835,1.59353,,,,,,
AT4G06744,,2.30179,2.37361,2.6446400000000003,2.81637,,2.69797,2.51013,2.08746,1.90758,2.18206,1.70521,1.95037
AT4G06746,1.726,,1.7369999999999999,2.6446400000000003,2.81637,,2.36329,,2.0102,1.3924299999999998,2.01539,1.70521,
AT4G07380,,,2.53125,2.14657,,,2.78867,,,,2.14828,,
AT4G07390,,,,2.14657,,,2.39029,,,,2.14828,1.76588,
AT4G07400,1.56651,2.04127,2.49647,2.17794,2.55005,,1.99191,,2.5491900000000003,1.79702,2.3017,2.12509,2.26587
AT4G07408,1.56651,2.04127,2.68889,2.68322,2.5713,,2.78867,,2.66965,,2.51213,2.4843,2.55084
AT4G07410,,,2.14129,3.21986,,,2.78867,,2.30826,,,2.03528,
AT4G07515,1.70127,,2.14129,,,,2.39029,,,,,,
AT4G07524,,,,,,,2.39029,,,1.97084,,,
AT4G07526,,,2.25201,,,,1.59353,,,,,,
AT4G07666,,,2.43988,1.94187,1.87865,,2.78867,,,1.97084,1.82079,1.78266,1.62471
AT4G07740,,,,1.60993,,,2.39029,,,2.05775,,2.39449,
AT4G07786,1.7903,1.73617,2.67407,,1.78503,,3.47236,2.21872,,2.0171900000000003,,1.78342,
AT4G07820,,,,,,,2.78867,2.21872,,,2.26956,,
AT4G07825,,,1.96369,1.3585200000000002,,,,,,,1.72348,,2.55084
AT4G07932,,,,1.96769,1.85975,,3.18706,,,2.31848,2.02699,2.12509,1.55346
AT4G07940,,,2.31888,2.49997,1.63813,,2.78867,1.75275,2.40112,1.98887,1.90571,1.47714,
AT4G07950,,1.37524,,2.05523,2.23129,,3.5082800000000005,,,,,1.62737,
AT4G07960,1.79543,1.80085,,,,,2.78867,,2.30826,,2.0401,,
AT4G07965,1.71279,1.90116,,,,,2.11592,,,,,,
AT4G07990,,,,1.76908,,,2.39029,,,,,,
AT4G08025,,,,,,,2.50112,,,,,,
AT4G08028,,,,2.32545,,,,,,,,,
AT4G08039,,1.97461,,2.65362,2.14437,,2.69521,,2.06733,1.97084,2.14586,2.07809,2.4796
AT4G08040,1.90796,1.97461,,,,,2.69521,1.48127,,,1.47727,,2.0337
AT4G08073,,,,1.7888099999999998,,,2.39029,,,,,,
AT4G08097,,,,,,,1.99191,,,,,1.85568,
AT4G08140,,,,,,,2.39029,,,,,,
AT4G08150,2.19521,1.59909,3.076,2.22958,1.88024,,1.7865099999999998,,1.63173,1.44645,1.43856,2.03156,1.81221
AT4G08151,1.92689,1.52837,,,1.87936,,1.7865099999999998,,1.63173,,,1.84719,1.81221
AT4G08160,2.00707,,2.73157,2.68322,2.39036,,2.39029,2.42042,2.1878,2.21601,2.02699,2.1722200000000003,1.58787
AT4G08170,1.92689,,2.31888,2.68322,2.71361,,2.39029,2.12252,2.03411,2.31848,2.17624,2.5741,2.40836
AT4G08176,2.16355,,2.49647,2.68322,2.71361,,2.15488,2.12252,2.03411,2.31848,2.17624,2.5741,2.40836
AT4G08180,1.92689,,2.31888,2.68322,2.71361,,2.39029,2.12252,2.03411,2.31848,2.17624,2.5741,2.40836
AT4G08210,2.6590700000000003,1.9769999999999999,2.61507,2.56328,2.5409200000000003,,2.7457,2.96804,2.73309,2.273,2.57275,2.70198,2.5478
AT4G08230,,,1.76429,,,,2.14381,2.714,,,,,
AT4G08240,2.2486200000000003,,,,,,2.38825,1.76384,,,2.02471,1.82618,
AT4G08250,2.2486200000000003,2.1332,1.9007,2.14657,2.14885,,2.39029,1.98689,1.7059400000000002,1.88393,2.3017,1.85273,1.83843
AT4G08260,2.69713,,,1.94599,2.56821,,2.50112,,,1.88393,,2.21489,1.70597
AT4G08263,2.47174,,2.31888,2.14657,,,2.85842,,2.1878,,,,1.76719
AT4G08267,2.47174,,1.7861,2.14657,1.93974,,2.9651400000000003,1.6294,2.1878,,2.00638,,
AT4G08270,2.47674,,,1.94762,1.93974,,2.9651400000000003,1.6294,1.81869,,2.00638,,
AT4G08280,,,,2.44413,2.07687,,,,1.9039,,2.0871,,
AT4G08290,2.17974,1.75518,1.66198,1.80467,,,3.21572,,,,,,
AT4G08300,2.06488,,2.10178,1.94599,,,2.16326,,,,,,2.26587
AT4G08310,1.85537,,4.98278,4.1142699999999985,1.67133,,2.39029,2.01701,2.12008,2.66613,2.14828,3.741530000000002,2.47858
AT4G08320,2.2486200000000003,1.85741,4.98278,4.1142699999999985,3.002,2.84354,2.78867,1.7775299999999998,2.33856,3.01377,2.16832,3.741530000000002,2.33712
AT4G08330,1.85537,,,,1.64621,,2.78867,2.21872,1.97633,,,1.97512,
AT4G08350,1.80677,,,1.574,,,2.78867,2.21872,,1.7101099999999998,2.06818,1.4821799999999998,
AT4G08351,1.44541,2.1332,1.7861,2.32545,,,3.18706,2.12252,1.94687,,2.14828,1.84719,1.76719
AT4G08360,2.33945,2.04127,,,,,2.78867,,1.94687,2.14466,2.51213,1.84719,1.83843
AT4G08370,,,2.49647,1.96769,2.14437,,2.78867,2.21872,,,,,
AT4G08380,2.00946,1.92534,2.68889,3.04098,3.70979,,2.78867,,3.03104,2.13798,2.3017,2.93331,2.4796
AT4G08390,2.00946,1.92534,2.68889,3.04098,3.70979,,2.78867,,3.03104,2.13798,2.3017,2.93331,2.4796
AT4G08395,,1.6457700000000002,2.31888,2.68322,2.01512,,2.14381,2.45385,1.84697,1.88164,2.08781,2.21221,
AT4G08400,,,,,,,1.7865099999999998,,,,,,
AT4G08406,1.92759,1.90116,,,,,2.31491,,,,,,
AT4G08410,,,,,,,2.24594,1.92957,,,,1.72473,
AT4G08430,,,,,,,1.99191,,,,,,
AT4G08450,2.3774900000000003,,,,,,2.77056,2.01701,2.66564,1.84697,,,1.62471
AT4G08455,2.16355,1.67356,2.67407,1.93748,,,2.78867,,,2.23157,2.02699,1.60231,1.85557
AT4G08460,,,2.52691,2.43135,3.14055,,2.46272,2.21872,1.94687,2.18467,2.20427,2.7537,1.90967
AT4G08470,2.01761,,1.96369,2.50434,1.85975,,3.58544,1.6294,1.94687,1.88393,2.51213,2.21489,
AT4G08480,1.85537,,2.28366,,1.83028,,1.59353,,1.94687,,,1.40202,
AT4G08485,2.14463,2.31699,,1.92246,1.64621,,2.06166,,,2.06343,,,
AT4G08500,,,2.53125,2.47671,2.71361,,2.46272,,2.81558,3.29546,2.87598,3.65173,2.9070400000000003
AT4G08510,2.16355,1.85741,3.02925,3.53816,3.21871,,3.18706,,2.38509,2.06343,2.26956,2.6639,2.19463
AT4G08520,2.31765,1.78023,2.2667900000000003,1.96769,1.68228,,,,2.42873,,2.14828,,1.72291
AT4G08530,2.16355,2.09128,2.14129,2.50434,2.5713,,2.24594,,2.1878,,1.78443,2.12509,2.05215
AT4G08540,,,,,1.69142,,,,,,,,1.8026
AT4G08550,2.8886,,2.18832,2.3335,1.89263,,2.26166,2.45735,,1.75289,,1.89693,1.97015
AT4G08555,1.75083,1.87747,2.56145,2.7289999999999996,2.45148,,2.65453,3.16663,2.40707,2.2065200000000003,1.82491,2.19698,2.01643
AT4G08560,1.85958,1.51049,2.56145,2.7289999999999996,2.45148,,2.32921,,2.22162,2.2065200000000003,1.82491,2.19698,1.95401
AT4G08570,2.71657,1.93181,1.7430599999999998,2.30283,2.01512,,2.73431,,1.69618,,1.89043,1.92589,1.95751
AT4G08580,2.4687900000000003,,,,1.87865,,2.16982,,,,2.01539,,
AT4G08590,2.31765,,2.14129,1.96769,2.14437,,2.67336,,2.66965,1.97084,1.60114,2.3046900000000003,1.76719
AT4G08593,2.31765,,2.14129,1.96769,2.14437,,2.67336,,2.66965,1.97084,1.60114,2.3046900000000003,1.76719
AT4G08620,2.77993,2.33458,1.96369,1.96769,2.28258,,2.78867,2.444,1.94687,1.41217,1.52888,1.40202,
AT4G08630,2.39812,2.2441,,,,,4.3822,2.01701,2.06733,,2.14828,1.47714,
AT4G08640,2.28127,2.2441,,,,,2.78867,2.42042,2.06733,1.97084,1.90571,1.47714,
AT4G08670,2.16715,1.94688,1.62917,,2.55005,,2.39029,,,,,2.03528,
AT4G08685,2.5218,1.6725,1.9007,2.31341,3.25778,,2.85842,1.92674,2.38509,2.41656,1.7347400000000002,2.16537,1.83399
AT4G08690,3.07537,1.7503099999999998,1.58542,1.96769,,,2.85842,,2.02508,2.10258,,2.03156,1.7280099999999998
AT4G08691,2.00946,,,,,,2.78867,2.12252,,,,,1.83843
AT4G08700,,,1.96369,,1.4633,,1.99191,,,2.14466,2.14828,,
AT4G08730,,,2.85166,2.14657,2.63202,,2.78867,1.5122799999999998,1.95459,2.31848,2.26956,3.29252,2.26587
AT4G08740,1.81957,2.1332,2.31888,2.14657,2.42899,,3.98382,,1.94687,2.14466,2.26956,,2.26587
AT4G08760,2.16355,,,,,,3.18706,2.70139,,,,2.03528,
AT4G08770,2.8879,,,,,,2.78957,,,,,,
AT4G08780,1.99782,1.6594799999999998,1.68314,,,,3.19442,,,,,,
AT4G08790,1.68833,,,,,,,,,,,,
AT4G08800,2.09912,,3.30056,2.44161,2.50484,,2.50112,2.51351,2.35468,2.00418,1.97796,2.24822,1.93122
AT4G08810,1.54718,,1.89769,3.04098,3.28286,,2.39029,,2.5491900000000003,2.40539,2.3017,3.1476,2.33712
AT4G08840,2.16355,1.7654900000000002,3.20685,2.14657,2.34831,,2.75717,,2.42873,2.31848,2.14828,3.20272,2.19463
AT4G08850,2.47174,2.1690400000000003,,2.25592,2.06848,,2.39029,1.75275,2.79012,1.83976,2.14828,,
AT4G08867,2.21689,2.40898,2.56145,1.43105,2.5713,,2.29145,,,2.31848,,2.39449,1.98091
AT4G08868,2.31765,,1.96369,1.80467,2.28668,,2.14381,,,1.7678900000000002,2.06818,2.12509,1.69595
AT4G08869,2.21689,2.40898,2.56145,1.43105,2.5713,,2.29145,,,2.31848,,2.39449,1.98091
AT4G08870,1.70127,,2.31888,,,,2.78867,1.92802,1.54609,,1.47727,1.5133299999999998,
AT4G08874,1.66433,,,,,,,,,,,,
AT4G08878,,,,,,,2.6465400000000003,2.27857,,,,,
AT4G08895,,,,,2.14437,,,,,,,,
AT4G08900,2.20216,,2.67407,2.2998,,,2.39029,2.17059,,1.97084,2.3908400000000003,2.5741,2.5563
AT4G08910,2.3018,1.96511,2.21597,2.23266,2.0531900000000003,,2.38354,,,2.28709,,2.11741,
AT4G08920,,,2.46379,2.77641,1.76323,,1.87534,1.76618,1.80047,,2.67558,1.84275,
AT4G08930,1.6530200000000002,2.00831,2.28366,1.66585,1.5292,,2.78867,2.1558,,1.70803,2.14828,1.85568,2.20169
AT4G08940,2.89688,2.31705,2.67407,2.68322,2.85592,,2.99458,,2.91058,1.83976,2.3908400000000003,2.93331,1.98091
AT4G08949,,,4.9908,3.93919,5.99616,,3.50103,1.92957,4.853,2.7975,2.75772,2.55938,3.01547
AT4G08950,,,2.22123,3.93919,5.99616,,2.46272,1.92957,4.853,2.7975,2.75772,2.55938,2.1326400000000003
AT4G08960,2.00117,2.03552,2.46548,3.02436,2.56439,,1.97768,2.31548,1.80781,2.53804,2.24207,2.18289,1.88142
AT4G08967,,1.7654900000000002,1.96369,1.96769,2.14437,,2.78867,2.42042,,,2.02699,2.21489,
AT4G08980,1.68664,,1.71673,2.62186,3.50575,,2.39029,1.53914,2.50822,2.273,2.65155,2.46081,2.10855
AT4G08990,2.47174,,,2.32545,,,1.99191,,,,,,
AT4G09000,,,1.71673,,2.14437,,2.39029,2.31548,2.91058,1.7101099999999998,2.3908400000000003,1.80819,1.50745
AT4G09010,2.50606,1.94753,2.68889,2.8002,3.69222,,3.57302,1.92674,2.52582,1.5911,2.03281,2.1722200000000003,1.76135
AT4G09012,3.3963,2.31705,3.02925,2.48907,3.14055,,2.14381,2.42042,4.11522,2.57921,2.3017,2.4419999999999997,2.4796
AT4G09020,3.3963,2.31705,3.02925,2.54976,1.7493,,2.14381,2.01701,2.49271,1.97084,2.3017,2.4419999999999997,2.13246
AT4G09030,2.16355,2.00831,2.49647,2.14657,2.42899,,3.58544,2.62212,2.42873,2.31848,2.26956,2.12509,2.9782900000000003
AT4G09040,2.20216,1.91893,3.08868,2.67023,2.5823400000000003,,2.3220400000000003,2.73257,3.3514699999999995,2.88274,2.34926,2.31223,2.1571
AT4G09060,2.3018,1.4345,,1.66585,1.78503,,2.58398,1.60562,,,,2.0298,1.74468
AT4G09070,2.3018,1.4345,3.08868,2.2451,2.45846,,2.58398,,,,,2.31223,1.74468
AT4G09080,2.41193,1.94934,2.30476,2.64578,2.5713,,2.34613,2.97213,2.30544,2.02191,1.99969,2.16377,2.12339
AT4G09090,2.80647,1.7632599999999998,2.31888,2.47671,2.55005,,2.33885,2.62212,,1.97084,,,
AT4G09100,2.16355,1.75518,2.31888,2.47671,2.55005,,1.99191,2.62212,,1.97084,,,
AT4G09110,2.16355,1.75518,1.89941,2.8621,2.28668,,2.43366,2.44769,1.94687,1.47502,1.66314,2.21489,1.51394
AT4G09120,2.00946,2.1332,2.37361,2.8621,2.28668,,2.85842,2.44769,2.06733,1.79702,1.66314,2.21489,2.05215
AT4G09130,2.00946,2.1332,2.49647,1.96769,2.28668,,2.85842,2.45385,2.06733,1.79702,2.02699,,2.69332
AT4G09140,1.70127,,1.66198,2.14657,,,1.99191,1.92802,1.7059400000000002,,,1.81599,
AT4G09150,1.80677,1.59346,2.0583400000000003,2.2998,,,2.72866,2.12252,2.66965,1.7617599999999998,,1.94548,
AT4G09153,1.98067,2.04127,2.31888,2.2998,2.00206,,3.18706,,1.94687,2.05775,2.26956,2.21489,1.44023
AT4G09160,2.8886,,,2.50434,,,2.39029,,1.81869,,2.41846,,
AT4G09170,,,,,,,1.7865099999999998,,2.09048,1.8566,,1.93735,
AT4G09180,,,,2.02723,,,2.6465400000000003,1.88284,,2.11775,,,
AT4G09190,2.36429,,2.23836,,,,2.50112,,,1.96529,1.91809,,
AT4G09200,,1.89926,,,,,,,,,,,
AT4G09300,2.58741,2.05733,,1.7888099999999998,,,2.46272,1.92802,1.86027,1.97084,,,
AT4G09310,,,2.31888,1.60993,2.28668,,2.39029,,1.82641,,,,
AT4G09320,1.81957,,,,,,1.92909,,,,,,
AT4G09340,1.80677,2.12744,1.7861,2.14657,,,2.39029,,1.49339,,,,
AT4G09350,2.31765,,2.14129,,,,2.78867,,,,,,
AT4G09360,1.85537,1.92534,,,1.71744,,2.78867,2.21872,,,,,
AT4G09420,2.00946,,2.31888,2.50434,2.42899,,3.18706,2.42042,2.1878,2.23157,1.78443,1.85568,1.83843
AT4G09430,,,2.67407,2.68322,2.5713,,2.39029,2.42042,2.66965,1.79702,1.66314,2.21489,2.4796
AT4G09440,1.70127,,2.0583400000000003,2.50434,3.14055,,2.39029,,2.42873,2.4923,2.3908400000000003,2.93331,2.05215
AT4G09450,1.80677,,1.7861,1.8668,1.74765,,2.78629,,1.94687,,1.95142,1.60231,
AT4G09460,,2.0535,2.33777,1.71123,3.14394,,2.14381,1.6294,2.2157400000000003,2.4306,1.81088,1.90024,2.03247
AT4G09462,2.01761,,,,,,,,,,,,
AT4G09490,2.54763,2.09128,2.13882,2.2998,2.42246,,2.50112,,,2.05775,1.83466,2.08416,
AT4G09500,2.54763,2.09128,2.13882,2.14099,2.42246,,2.50112,,1.56368,2.05775,,2.08416,
AT4G09510,1.82982,2.1332,,2.17794,2.11428,,2.39029,2.01701,2.06733,2.23157,2.14828,2.12509,2.19463
AT4G09520,2.0099400000000003,,2.25343,1.58072,2.2648900000000003,,2.85292,,2.05708,,1.95142,1.80011,
AT4G09530,2.40642,,2.75125,2.6446400000000003,1.76348,,2.85292,,,,1.88393,1.80011,1.72291
AT4G09545,2.39812,2.31699,1.76429,2.08231,2.47804,,2.60731,2.00041,1.87519,1.56065,,,1.99655
AT4G09550,2.39812,2.31699,,2.02237,,,2.26847,1.8348,1.73742,,2.02699,1.85568,
AT4G09560,2.65424,1.7021700000000002,1.58241,2.56903,1.99347,,,,1.94972,,1.93107,,
AT4G09570,2.17696,2.07955,,,1.44429,,2.33402,,2.04616,,,,
AT4G09587,1.80677,,1.7861,,2.14437,,1.99191,,,,,,
AT4G09590,1.85537,,,1.76908,2.14437,,1.99191,,,,,,
AT4G09600,2.47174,2.1229400000000003,2.21597,2.68322,1.41218,,2.78867,2.01701,1.63173,1.91115,2.65199,1.85986,1.77246
AT4G09610,2.31765,2.1229400000000003,2.21597,2.68322,2.42899,,2.99458,3.38912,1.58548,1.91115,2.29253,2.00294,1.99402
AT4G09620,2.47174,1.85507,1.80446,1.3585200000000002,2.08739,,1.84704,,2.22905,,,,
AT4G09630,,1.7654900000000002,2.67407,3.93538,3.63549,,2.36329,2.42042,3.86956,2.66613,2.99726,2.84351,1.98091
AT4G09640,2.2486200000000003,2.09511,2.85166,2.77641,2.23129,,2.62026,2.51351,3.28901,2.03297,2.45947,2.7537,2.20535
AT4G09647,2.47674,,2.49661,2.68468,3.20188,,2.14381,1.6294,2.61318,2.4669,2.5963700000000003,2.4967200000000003,1.63733
AT4G09649,2.47674,,2.49661,2.88764,3.20188,,2.14381,1.9180000000000001,2.87134,2.4669,2.5963700000000003,2.60392,1.63733
AT4G09650,2.47674,,2.49661,2.68468,3.20188,,2.14381,1.6294,2.61318,2.4669,2.5963700000000003,2.4967200000000003,1.63733
AT4G09660,1.6530200000000002,,2.37361,2.88764,,,,1.9180000000000001,2.87134,,2.39604,2.60392,1.60781
AT4G09670,,1.32777,,2.70297,3.09471,,1.6876400000000005,,,1.83416,2.49187,2.02931,1.98933
AT4G09680,2.64415,,2.43988,3.0575,2.05906,,2.34127,,2.53261,,1.81043,2.33923,2.0247900000000003
AT4G09690,2.20847,1.85741,2.49647,1.94349,2.28668,,2.50112,,1.82641,2.05775,2.14828,2.03528,2.05215
AT4G09720,,,2.49647,2.50434,2.28668,,2.78867,2.01701,2.1878,1.97084,2.3908400000000003,2.3046900000000003,1.76719
AT4G09730,2.47674,2.33458,3.02925,3.04098,2.3224,,2.24594,2.01701,2.42873,2.05775,2.53523,2.5741,2.19463
AT4G09731,2.47174,2.22512,2.67407,2.32545,2.14437,,2.39029,2.42042,1.7059400000000002,2.4923,2.02699,2.21489,2.26587
AT4G09740,2.31765,3.3633800000000003,3.02925,1.96769,2.42607,,3.5082800000000005,6.35806,2.27117,2.4525200000000003,2.1164400000000003,2.3046900000000003,
AT4G09750,1.80677,3.3633800000000003,2.1621200000000003,1.93748,2.42607,,3.5082800000000005,6.35806,2.27117,2.4525200000000003,2.1164400000000003,2.3046900000000003,
AT4G09760,2.58462,1.94868,2.25201,2.14657,2.71361,,2.78867,2.31548,2.5491900000000003,2.02088,,2.46081,1.83843
AT4G09770,1.66972,,1.7430599999999998,,,,2.75717,2.18257,,,2.0052,,
AT4G09775,1.85316,1.84237,1.7430599999999998,,,,2.75717,2.18257,,,2.0052,,1.82366
AT4G09780,2.20216,,2.00186,2.22036,2.11406,,2.78042,2.25646,2.07252,2.07925,1.9282,2.2761,2.62089
AT4G09784,2.20216,,,,,,2.78042,,,,,,
AT4G09795,2.3018,1.39418,,,,,2.15488,,,,,,
AT4G09800,2.12036,2.09177,2.72412,2.79828,2.37656,,2.29145,,2.55458,2.62383,1.86882,2.5146900000000003,1.77246
AT4G09810,2.47674,1.99161,,2.77641,1.77813,,1.99021,,,1.4992,1.58419,2.02931,1.56788
AT4G09820,2.47674,2.02651,2.41778,2.42456,2.20835,,2.28053,1.6294,,1.90009,,,
AT4G09830,2.25184,1.59945,2.23037,2.08401,2.38003,,2.50112,1.92674,,1.7451299999999998,1.7460099999999998,1.88955,1.85622
AT4G09840,,,3.2914,2.36833,3.85204,,2.50112,,,,1.62618,2.54666,
AT4G09850,,1.62087,3.2914,2.36833,3.85204,,2.54445,,1.73935,,1.62618,2.54666,
AT4G09860,2.75131,,,,,,2.14381,,,,,,
AT4G09870,2.29125,1.46616,,,1.83836,,1.62244,,,,,,
AT4G09880,2.62583,1.9769999999999999,1.58542,,1.74765,,3.18706,,,1.93217,,,
AT4G09890,2.61402,2.19061,2.21008,2.28136,1.41058,,2.1396900000000003,,2.6642200000000003,,,1.6843,
AT4G09900,2.43787,,2.37361,,2.11349,,2.76006,,2.48604,,2.18494,2.0760400000000003,
AT4G09920,2.33945,2.10105,2.37361,2.73054,2.34172,,2.22604,,2.48604,1.92039,2.18494,2.0760400000000003,1.91045
AT4G09930,2.62583,2.47076,1.7861,1.98032,2.11349,,3.15766,,1.83308,,,,2.01875
AT4G09940,1.91903,1.49377,1.7861,2.50434,2.14885,,2.77056,,,,,1.70249,2.14165
AT4G09950,2.16355,1.92534,1.96369,2.8621,1.88024,,2.78867,,1.58548,2.01738,2.51213,2.03156,1.69595
AT4G09960,2.22948,1.88101,2.23037,1.89706,,,2.32443,1.94919,2.21518,,,2.08758,
AT4G09965,2.31765,2.50091,2.67407,2.8621,2.5713,,2.50112,2.82382,3.03104,2.40539,2.14828,2.5741,2.4796
AT4G09970,2.12686,2.50091,2.67407,2.8621,2.29541,,2.50112,1.6294,3.03104,2.40539,1.90571,1.94571,2.4796
AT4G09980,2.43648,2.09456,2.84524,3.25411,3.56748,,2.76295,,2.66965,2.19595,3.35256,2.90439,2.89391
AT4G09984,,1.93194,,,,,,2.11827,,,,,
AT4G09990,2.62583,2.06603,2.14129,1.96769,2.95125,,2.78867,2.42042,,2.57921,,2.03528,2.40836
AT4G10000,2.62583,1.77212,1.96369,2.32545,2.42899,,3.98382,2.42042,2.30826,2.57921,2.02699,2.21489,2.40836
AT4G10010,2.47174,2.1332,2.21597,2.8621,2.01512,,2.78867,2.42042,2.1878,2.40539,2.14828,2.6639,2.62208
AT4G10020,2.47174,2.1332,2.21597,2.8621,2.01512,,2.78867,2.42042,2.1878,2.40539,2.14828,2.6639,2.62208
AT4G10030,2.07382,,1.9007,,1.64621,,2.1680900000000003,,1.63173,,,,
AT4G10040,2.71825,,,1.9553,,,2.1680900000000003,,1.91456,2.0282,1.56067,,1.74459
AT4G10050,2.16355,2.03524,2.42866,2.49871,2.28258,,2.67336,2.9002,2.40112,1.93899,1.91805,1.44655,
AT4G10060,2.16355,2.03524,2.42866,2.49871,2.28258,,2.67336,2.9002,2.40112,2.03996,2.48512,1.47714,1.82222
AT4G10070,,1.46616,3.02925,3.21986,3.28286,,1.84704,2.21872,2.30826,2.66613,2.51213,3.11291,2.19463
AT4G10080,1.90687,,3.02925,2.8621,,,,,1.94687,1.97084,2.26956,3.11291,2.05215
AT4G10090,1.90687,,1.58241,,2.63202,,1.44654,,1.94687,1.97084,2.26956,,2.05215
AT4G10100,1.9221,1.92534,2.07954,2.3335,2.55809,,2.3125400000000003,2.21872,1.92875,2.46522,1.93847,1.94293,2.334
AT4G10110,2.06488,1.9769999999999999,1.7861,1.60993,,,2.39029,2.21872,1.94687,2.23157,2.26956,2.11741,1.39985
AT4G10112,2.17974,1.9769999999999999,1.7861,1.64963,1.87936,,2.39029,2.21872,1.54609,2.22859,2.30729,2.11741,1.76135
AT4G10115,2.17974,1.9769999999999999,,2.50434,1.87936,,2.39029,2.21872,1.54609,2.22859,2.30729,2.11741,1.83843
AT4G10120,2.17974,1.9769999999999999,,1.64963,1.87936,,2.39029,2.21872,1.54609,2.22859,2.30729,2.11741,1.76135
AT4G10130,2.2301,,2.40449,3.00743,2.69936,,2.39029,2.11089,1.79405,,2.51213,2.11428,2.06324
AT4G10140,1.82625,2.1332,2.67407,3.00743,2.69936,,2.39029,,1.79405,2.14466,2.51213,2.11428,2.06324
AT4G10150,1.92689,2.24005,,1.66585,2.41632,,2.15488,,2.37914,2.21254,1.64518,1.61878,1.65041
AT4G10160,2.06488,1.7461,1.85563,1.94599,,,2.70073,2.72955,1.86027,1.91115,,,
AT4G10170,2.17974,,2.12938,2.68322,,,2.85842,,2.06733,1.91432,,2.28546,1.96294
AT4G10180,2.43295,1.67488,2.85166,3.04098,3.1321,,2.6465400000000003,2.1033,2.66237,2.83995,2.99726,3.20272,2.08883
AT4G10190,2.1296,1.7503099999999998,1.49405,1.95134,2.42607,,2.39029,,,1.88164,,2.12509,1.53984
